-0.005989198	0.03574769	-0.01596095	-0.07170732	0.041523576	0.031121451	-0.002175126	-0.02733172	0.006274843	-0.040726647	-0.072420344	-0.038186796	-0.012697839	-0.0027725971	-0.090758994	0.0004466707
0.101900384	0.12596808	0.039199162	-0.14472447	-0.06737165	0.06927573	-0.0765418	-0.012366597	0.07430464	-0.14118826	-0.15067384	-0.15995884	-0.0830305	0.04194719	-0.15158096	-0.091308
0.13926391	0.14751714	0.15395743	-0.10664968	-0.09539359	0.16870295	-0.024670258	-0.04722745	0.11396696	-0.19321328	-0.15278257	-0.18117097	-0.06806842	0.04836085	-0.21801065	-0.019666813
-0.41305634	-0.28182656	-0.46491763	0.41176763	0.3399489	-0.49151725	0.3950665	0.32213822	-0.267049	0.43831885	0.47749794	0.5249543	0.42535236	-0.34430635	0.5003849	0.27172044
-0.04313411	0.036476053	-0.021255178	0.0720031	0.020543404	-0.09772872	0.11467509	0.046382982	0.012273869	0.012113007	0.062086027	0.07507181	0.060060367	-0.0742531	-0.0057495334	0.008214301
0.0005322784	0.05681337	0.07164832	-0.05094086	-0.08768934	0.0073299524	-0.040165756	-0.014071738	0.07214686	-0.08099622	-0.05376652	-0.06552037	-0.007530741	0.0779648	-0.09269659	-0.010591481
-0.3598087	-0.2425094	-0.41892865	0.36485747	0.3633976	-0.41256532	0.33703002	0.31304815	-0.31716242	0.4347872	0.40449834	0.3921527	0.3379143	-0.37444907	0.36943838	0.2523067
0.07047049	0.1269063	0.0680141	-0.043619078	-0.034802817	0.050113175	-0.050412633	-0.025205905	0.041348178	-0.018254753	-0.047350004	-0.037256666	-0.027461255	0.048467606	-0.04809004	-0.037829373
-0.36148095	-0.22101015	-0.28978607	0.38530907	0.29981506	-0.34535238	0.35588267	0.23343277	-0.25298756	0.37709352	0.37173733	0.33932248	0.3374417	-0.26012737	0.4191541	0.22272919
0.022598788	0.041469768	-0.051319197	-0.022773938	0.011277394	-0.02851984	0.029647086	0.036438163	-0.0054395865	0.012150971	0.036116835	-0.00068006903	0.042820618	-0.023125859	-0.026613817	-0.016778948
-0.34975561	-0.26791084	-0.45509034	0.388644	0.3876443	-0.472399	0.38741392	0.36125058	-0.29752505	0.48200297	0.41528723	0.4278593	0.3747873	-0.4119116	0.51034874	0.27155337
0.11842223	0.06656615	0.0644641	-0.048957292	-0.07202088	0.022267537	-0.01742394	-0.00070870965	0.08046204	-0.098883405	-0.1388731	-0.048519976	-0.056056134	0.054006364	-0.06296533	-0.025192486
-0.22803746	-0.0834545	-0.17397915	0.2615021	0.18507938	-0.26977155	0.2163885	0.18192337	-0.16744544	0.29780668	0.2042602	0.25765523	0.17850973	-0.2274903	0.27229506	0.09554041
0.3165359	0.33178717	0.30485567	-0.29342303	-0.2769263	0.2990997	-0.23302741	-0.23528981	0.25700304	-0.31742677	-0.39327705	-0.36023298	-0.26657405	0.28725353	-0.41776896	-0.17194659
0.040468045	0.055554636	0.06770884	-0.0003347647	0.022005606	0.026616689	0.004573014	-0.049421784	0.012239703	-0.072262585	0.015012974	0.0067929286	-0.008859235	0.0576823	0.0031581607	0.0020086025
0.045314137	0.050551146	-0.014862301	-0.018623922	-0.01876198	-0.0002794128	0.021822697	0.036926392	-0.00937146	-0.0011038642	-0.04344921	0.008607086	0.055866696	-0.02898912	0.006673252	-0.015246486
0.08165134	0.097597085	0.09332252	-0.015789948	-0.03957319	0.031010786	-0.022825554	-0.012012802	0.074751996	-0.06584109	-0.11119855	-0.06504159	-0.07544936	0.03405789	-0.08138109	-0.092116244
-0.050685063	-0.010571285	-0.03841843	0.10577744	0.03137693	-0.113653876	0.01757091	0.075293824	0.009559746	0.075385466	0.086583674	0.05527164	0.07579985	-0.050225955	0.12600428	0.023241319
-0.00713458	0.0057650753	-0.047809273	-0.038633503	0.046341605	0.05283019	-0.015165467	0.031850386	-0.0432565	-0.02671357	-0.061147217	-0.011257664	0.041174278	-0.054322317	0.008472215	0.0695938
-0.25415942	-0.24869223	-0.20969449	0.24428672	0.21992667	-0.30123946	0.19888557	0.19471744	-0.23609598	0.21988598	0.21044871	0.22657658	0.2510542	-0.2119073	0.27891442	0.2159497
-0.06003601	-0.04888744	-0.11118374	0.10429741	0.046602238	-0.028480686	0.0858035	0.030552587	-0.08252031	0.09808382	0.073388755	0.05080081	0.04758217	-0.08355249	0.033106744	0.027692985
0.037222303	0.07979309	-0.0033513135	-0.051588368	-0.00010862961	-0.02586711	-0.007394004	-0.04737742	0.057956114	0.045686174	0.0049894266	-0.036370963	0.038994234	0.054374754	-0.009860632	-0.006944781
-0.026297357	0.047215454	0.0037091824	-0.026415944	-0.016189475	0.03386637	0.0022250486	-0.01175492	0.053934693	-0.06838194	-0.017288055	-0.08115446	0.0035523605	0.032300774	-0.03493994	-0.007958861
0.015667723	0.058230676	0.01004212	-0.015317299	0.016703248	0.040600456	0.028323563	0.04520512	-0.03769131	-0.05864111	-0.07192544	-0.06366152	-0.04539616	0.04772713	-0.071480595	0.037609816
-0.026983267	0.0006713342	-0.043540936	0.01566974	0.046242397	-0.0124327475	0.016685754	0.10100903	-0.035066776	-0.009312192	0.067644514	0.083281144	0.042867236	-0.0851351	0.001406492	0.07994289
-0.37737122	-0.28572816	-0.3311239	0.3409705	0.2921213	-0.3571351	0.360163	0.28709045	-0.26730257	0.35040745	0.3870982	0.3497946	0.3241862	-0.31043503	0.35727146	0.2186607
